,True_index,Store_ID,Day_of_week,Date,Nb_customers_on_day,Open,Promotion,State_holiday,School_holiday
533,5431,1025,5,2013-02-15,812,1,0,0,0
534,5432,1086,3,2013-05-22,893,1,0,0,0
535,5435,691,5,2014-10-17,550,1,0,0,1
536,5437,1049,1,2015-05-04,757,1,1,0,0
537,5481,656,2,2014-03-18,437,1,1,0,0
538,5482,234,4,2014-09-04,1006,1,1,0,0
539,5485,363,5,2014-11-14,977,1,1,0,0
540,5497,1004,5,2013-06-28,452,1,0,0,0
541,5502,550,3,2015-06-17,505,1,1,0,0
542,5513,885,4,2014-10-09,862,1,1,0,1
543,5517,1036,1,2013-12-09,460,1,0,0,0
544,5533,13,3,2013-11-06,386,1,1,0,0
545,5535,73,6,2013-03-23,276,1,0,0,0
546,5539,977,5,2014-02-28,496,1,0,0,0
547,5561,1033,1,2013-04-01,0,0,0,b,1
548,5574,578,3,2014-09-03,909,1,1,0,0
549,5588,735,1,2014-06-09,0,0,0,a,0
550,5593,458,6,2014-05-10,906,1,0,0,0
551,5607,570,4,2013-01-17,587,1,0,0,0
552,5647,123,4,2013-12-12,1028,1,0,0,0
553,5662,604,5,2013-12-20,1013,1,1,0,0
554,5669,307,4,2013-09-26,382,1,1,0,0
555,5692,791,6,2013-06-22,639,1,0,0,0
556,5713,807,5,2015-02-27,874,1,0,0,0
557,5720,742,4,2014-04-10,809,1,0,0,0
558,5726,1049,3,2013-02-06,705,1,1,0,0
559,5735,225,1,2013-07-01,737,1,1,0,0
560,5758,73,3,2014-03-12,496,1,0,0,0
561,5765,639,4,2015-03-12,390,1,0,0,0
562,5793,809,2,2014-03-18,870,1,1,0,0
563,5798,794,6,2013-09-28,343,1,0,0,0
564,5822,599,4,2015-04-16,828,1,1,0,0
565,5824,759,4,2013-02-21,697,1,1,0,0
566,5826,687,6,2014-05-17,749,1,0,0,0
567,5829,88,2,2015-04-28,813,1,1,0,0
568,5831,720,7,2013-09-08,0,0,0,0,0
569,5835,830,5,2013-07-19,544,1,1,0,1
570,5853,847,3,2013-08-21,753,1,0,0,1
571,5875,573,2,2013-07-09,281,1,0,0,0
572,5879,665,2,2013-06-18,1495,1,1,0,0
573,5883,1001,5,2015-03-20,635,1,1,0,0
574,5890,1007,1,2013-09-02,699,1,0,0,0
575,5914,895,5,2014-08-29,758,1,0,0,1
576,5921,213,2,2013-10-29,532,1,0,0,1
577,5922,364,2,2013-12-10,592,1,0,0,0
578,5935,221,6,2013-04-06,447,1,0,0,0
579,5944,294,4,2013-08-15,765,1,1,0,1
580,5950,1085,7,2013-09-08,0,0,0,0,0
581,5977,610,1,2013-04-08,787,1,1,0,0
582,5987,942,7,2013-09-15,0,0,0,0,0
583,5988,1058,2,2013-10-08,1098,1,1,0,0
584,5994,54,1,2014-09-29,669,1,1,0,0
585,6009,14,2,2015-02-24,538,1,0,0,0
586,6019,733,6,2013-02-23,3132,1,0,0,0
587,6045,335,7,2015-06-07,1536,1,0,0,0
588,6056,701,1,2013-09-23,716,1,1,0,0
589,6073,143,3,2013-10-23,543,1,1,0,0
590,6088,1062,4,2015-02-26,461,1,0,0,0
591,6094,738,3,2014-04-02,625,1,1,0,0
592,6104,1027,1,2013-06-17,1938,1,1,0,0
593,6118,408,7,2013-11-24,0,0,0,0,0
594,6125,291,2,2013-08-27,968,1,1,0,0
595,6155,287,1,2015-05-25,0,0,0,a,0
596,6166,537,6,2013-10-26,478,1,0,0,0
597,6171,1100,4,2013-04-18,649,1,0,0,0
598,6172,826,1,2013-07-08,789,1,0,0,0
599,6174,980,4,2015-05-14,0,0,0,a,0
600,6185,415,3,2013-02-20,467,1,1,0,0
601,6191,991,4,2015-01-08,418,1,1,0,0
602,6196,696,3,2014-02-19,991,1,1,0,0
603,6218,150,1,2014-07-14,1039,1,1,0,1
604,6221,1050,2,2014-12-02,550,1,1,0,0
605,6226,492,7,2014-01-05,0,0,0,0,0
606,6232,418,7,2014-12-21,0,0,0,0,0
607,6233,171,6,2013-09-28,568,1,0,0,0
608,6248,745,1,2014-05-19,1010,1,1,0,0
609,6253,254,5,2013-10-11,310,1,1,0,1
610,6273,435,3,2013-04-24,442,1,1,0,0
611,6280,675,2,2014-07-08,250,1,0,0,1
612,6287,839,1,2014-12-08,757,1,0,0,0
613,6290,161,7,2014-09-14,0,0,0,0,0
614,6299,532,7,2013-04-14,0,0,0,0,0
615,6315,348,2,2015-01-13,802,1,1,0,0
616,6323,968,5,2013-04-05,834,1,0,0,1
617,6331,415,7,2013-09-29,0,0,0,0,0
618,6333,693,4,2013-10-31,368,1,0,0,0
619,6334,166,3,2015-01-14,692,1,1,0,0
620,6369,138,6,2015-03-21,262,1,0,0,0
621,6376,39,7,2013-06-16,0,0,0,0,0
622,6382,135,3,2014-04-30,680,1,1,0,0
623,6383,857,1,2014-05-26,781,1,0,0,0
624,6407,953,3,2013-12-18,792,1,1,0,0
625,6408,1081,1,2014-07-07,1255,1,0,0,0
626,6412,681,7,2013-08-18,0,0,0,0,0
627,6419,418,2,2014-07-15,566,1,1,0,1
628,6428,425,4,2015-03-19,468,1,1,0,0
629,6434,650,5,2014-01-10,746,1,1,0,0
630,6448,1069,3,2013-03-20,1156,1,1,0,0
631,6451,88,3,2014-01-29,544,1,0,0,0
632,6458,246,5,2015-07-31,1131,1,1,0,1
633,6470,551,3,2014-07-30,906,1,1,0,1
634,6472,109,7,2014-05-04,0,0,0,0,0
635,6480,559,3,2014-09-10,650,1,0,0,0
636,6482,833,6,2013-08-10,435,1,0,0,0
637,6486,895,5,2013-10-18,808,1,0,0,0
638,6503,87,7,2013-08-18,0,0,0,0,0
639,6507,12,4,2013-09-19,701,1,0,0,0
640,6527,62,6,2013-11-02,475,1,0,0,0
641,6529,327,3,2015-06-24,775,1,0,0,0
642,6540,632,2,2014-07-29,855,1,1,0,1
643,6550,1051,1,2014-11-10,1140,1,1,0,0
644,6552,206,1,2013-02-11,593,1,0,0,0
645,6553,683,5,2013-08-09,831,1,0,0,0
646,6555,1009,3,2013-01-02,444,1,0,0,1
647,6588,1027,2,2015-04-14,1880,1,1,0,0
648,6607,830,3,2013-05-29,651,1,1,0,0
649,6612,781,6,2013-07-06,422,1,0,0,0
650,6634,712,6,2013-11-30,567,1,0,0,0
651,6652,656,4,2013-12-12,296,1,0,0,0
652,6655,17,2,2015-01-13,1030,1,1,0,0
653,6661,166,7,2014-11-23,0,0,0,0,0
654,6681,400,2,2014-08-26,1010,1,0,0,1
655,6691,748,4,2013-01-10,543,1,1,0,0
656,6707,23,6,2013-07-06,390,1,0,0,0
657,6710,313,4,2013-06-06,770,1,1,0,0
658,6714,307,4,2013-04-25,331,1,1,0,0
659,6720,581,2,2013-01-29,520,1,0,0,0
660,6726,104,7,2014-02-23,0,0,0,0,0
661,6731,502,1,2013-06-03,1842,1,1,0,0
662,6740,810,7,2014-02-16,0,0,0,0,0
663,6749,469,7,2015-04-26,0,0,0,0,0
664,6768,329,4,2014-12-18,837,1,1,0,0
665,6775,934,7,2014-12-07,0,0,0,0,0
666,6778,260,6,2013-06-08,866,1,0,0,0
667,6791,169,4,2014-09-18,530,1,1,0,0
668,6829,809,4,2014-08-07,811,1,1,0,1
669,6842,268,7,2013-04-28,0,0,0,0,0
670,6849,800,6,2014-08-02,406,1,0,0,0
671,6858,881,1,2015-04-13,881,1,1,0,0
672,6863,950,1,2013-10-14,552,1,0,0,0
673,6890,223,2,2014-01-28,603,1,0,0,0
674,6918,1057,6,2013-09-07,682,1,0,0,0
675,6920,1090,6,2013-08-17,304,1,0,0,0
676,6923,123,5,2013-08-23,905,1,0,0,1
677,6932,805,7,2014-02-09,0,0,0,0,0
678,6933,132,4,2015-01-01,0,0,0,a,1
679,6946,40,3,2013-01-23,640,1,1,0,0
680,6947,218,6,2015-04-04,367,1,0,0,0
681,6973,484,7,2015-03-08,0,0,0,0,0
682,6992,149,3,2013-06-19,486,1,1,0,0
683,7005,17,2,2013-03-19,986,1,1,0,0
684,7007,217,6,2015-03-07,627,1,0,0,0
685,7027,640,5,2014-10-24,937,1,1,0,0
686,7035,59,3,2013-09-11,622,1,1,0,0
687,7055,227,6,2013-07-20,457,1,0,0,0
688,7056,1028,1,2013-03-11,459,1,0,0,0
689,7095,898,2,2013-12-03,1032,1,1,0,0
690,7112,495,4,2014-12-25,0,0,0,c,1
691,7113,265,3,2013-08-28,530,1,1,0,0
692,7119,525,7,2013-01-06,0,0,0,0,0
693,7122,135,7,2014-11-09,0,0,0,0,0
694,7126,956,1,2015-01-12,606,1,1,0,0
695,7127,681,2,2013-01-22,353,1,1,0,0
696,7138,262,7,2015-05-03,4533,1,0,0,0
697,7139,1092,1,2013-02-04,1225,1,1,0,0
698,7162,587,6,2014-04-12,666,1,0,0,0
699,7166,960,2,2013-04-30,657,1,1,0,0
700,7169,927,5,2014-06-20,1021,1,1,0,0
701,7181,810,3,2013-01-30,402,1,0,0,0
702,7190,536,2,2014-07-29,1074,1,1,0,1
703,7199,278,7,2013-07-14,0,0,0,0,0
704,7200,883,5,2013-08-30,528,1,1,0,1
705,7232,491,4,2014-01-09,528,1,1,0,0
706,7259,90,2,2014-11-25,1134,1,1,0,0
707,7263,798,3,2013-08-21,913,1,0,0,1
708,7266,878,6,2013-09-07,503,1,0,0,0
709,7267,97,5,2013-02-01,724,1,0,0,0
710,7299,281,6,2013-08-03,683,1,0,0,0
711,7301,997,2,2013-10-08,440,1,1,0,0
712,7302,1113,6,2013-08-31,632,1,0,0,0
713,7307,489,3,2013-08-14,784,1,1,0,1
714,7309,1040,4,2014-02-13,857,1,0,0,0
715,7323,368,6,2014-06-07,778,1,0,0,0
716,7325,957,3,2015-01-28,904,1,1,0,0
717,7330,1066,7,2013-06-16,0,0,0,0,0
718,7334,658,3,2013-05-15,635,1,1,0,0
719,7338,902,7,2013-03-03,0,0,0,0,0
720,7342,965,2,2014-09-09,792,1,0,0,0
721,7349,1036,7,2014-04-20,0,0,0,0,0
722,7362,668,4,2014-05-22,1111,1,1,0,0
723,7363,369,7,2014-09-07,0,0,0,0,0
724,7394,1071,7,2015-02-08,0,0,0,0,0
725,7399,1082,1,2013-12-16,1922,1,1,0,0
726,7420,400,5,2013-06-14,994,1,0,0,0
727,7428,114,3,2014-11-12,570,1,1,0,0
728,7434,737,1,2015-03-09,831,1,0,0,0
729,7450,58,4,2013-12-05,571,1,1,0,0
730,7451,689,3,2014-05-07,783,1,1,0,0
731,7455,1054,7,2014-09-14,0,0,0,0,0
732,7492,175,6,2013-12-28,753,1,0,0,0
733,7507,788,3,2014-02-05,1829,1,1,0,1
734,7518,558,5,2014-06-13,418,1,0,0,0
735,7521,227,5,2015-06-12,530,1,0,0,0
736,7526,828,4,2014-10-09,643,1,1,0,0
737,7557,624,5,2014-11-28,921,1,1,0,0
738,7560,679,5,2014-05-23,1091,1,1,0,0
739,7570,455,5,2014-10-03,0,0,1,a,0
740,7573,206,1,2014-02-10,781,1,0,0,0
741,7576,561,3,2013-01-16,565,1,0,0,0
742,7594,467,3,2014-02-05,1594,1,1,0,0
743,7601,218,2,2015-02-03,866,1,1,0,0
744,7634,24,5,2013-10-25,791,1,1,0,1
745,7668,554,1,2013-01-21,475,1,1,0,0
746,7670,828,7,2014-10-26,0,0,0,0,0
747,7682,463,3,2013-07-31,1014,1,1,0,1
748,7693,877,3,2014-01-01,0,0,0,a,1
749,7696,454,7,2014-04-27,0,0,0,0,0
750,7711,96,1,2014-10-20,753,1,1,0,1
751,7713,382,1,2014-09-01,844,1,1,0,1
752,7719,648,3,2015-06-03,647,1,1,0,0
753,7720,928,3,2014-06-04,744,1,1,0,0
754,7732,546,5,2014-11-07,1663,1,1,0,0
755,7734,482,2,2014-08-12,743,1,0,0,1
756,7742,141,2,2014-03-18,638,1,1,0,0
757,7753,569,4,2013-10-10,613,1,1,0,1
758,7779,190,5,2013-12-20,912,1,1,0,0
759,7793,1092,6,2014-01-11,1247,1,0,0,0
760,7797,305,5,2013-12-20,693,1,1,0,0
761,7812,8,6,2015-03-21,381,1,0,0,0
762,7824,831,2,2015-03-03,1839,1,1,0,0
763,7835,548,1,2013-03-11,287,1,0,0,0
764,7855,374,1,2014-01-20,844,1,1,0,0
765,7862,492,2,2015-03-17,1257,1,1,0,0
766,7884,999,4,2014-10-09,767,1,1,0,0
767,7894,106,6,2013-07-13,0,0,0,0,0
768,7904,177,6,2014-08-02,236,1,0,0,0
769,7913,540,5,2015-05-15,513,1,0,0,0
770,7920,951,6,2015-05-30,801,1,0,0,0
771,7930,712,7,2015-07-26,0,0,0,0,0
772,7936,666,3,2015-06-10,463,1,0,0,0
773,7958,114,3,2014-07-09,509,1,0,0,0
774,7963,140,7,2013-04-21,0,0,0,0,0
775,7973,550,3,2013-05-01,0,0,1,a,0
776,7979,354,1,2013-01-21,539,1,1,0,0
777,7984,1035,1,2014-04-21,0,0,0,b,1
778,7986,1028,2,2014-10-28,507,1,0,0,0
779,7987,888,1,2013-08-19,667,1,0,0,0
780,8006,1010,3,2013-05-22,630,1,0,0,0
781,8015,112,4,2014-06-19,754,1,1,0,0
782,8017,936,4,2014-03-20,869,1,1,0,0
783,8031,466,7,2013-05-26,0,0,0,0,0
784,8037,610,6,2015-03-14,416,1,0,0,0
785,8064,1058,1,2015-02-09,670,1,0,0,0
786,8073,666,4,2015-06-11,517,1,0,0,0
787,8083,998,1,2013-08-19,488,1,0,0,1
788,8090,908,6,2013-09-07,205,1,0,0,0
789,8094,740,5,2014-03-21,589,1,1,0,0
790,8113,488,3,2014-09-17,399,1,1,0,0
791,8114,13,5,2013-05-24,359,1,0,0,1
792,8119,798,7,2014-03-16,0,0,0,0,0
793,8123,503,2,2013-02-12,314,1,0,0,0
794,8158,859,7,2013-06-02,0,0,0,0,0
795,8161,203,5,2014-01-10,952,1,1,0,0
796,8167,970,2,2015-02-17,477,1,1,0,0
797,8181,1020,2,2014-02-25,946,1,0,0,0
798,8195,647,4,2014-04-10,633,1,0,0,0
799,8207,512,3,2015-06-17,1409,1,1,0,0
800,8215,529,4,2014-11-13,797,1,1,0,0
801,8223,111,5,2014-04-11,579,1,0,0,0
802,8252,489,3,2014-11-26,742,1,1,0,0
803,8255,1106,7,2013-01-13,0,0,0,0,0
804,8287,969,4,2015-02-05,632,1,1,0,0
805,8309,594,4,2015-06-04,555,1,1,0,0
806,8312,305,4,2014-04-17,713,1,1,0,1
807,8319,15,3,2013-07-24,526,1,0,0,1
808,8327,375,3,2014-08-27,657,1,0,0,1
809,8353,463,7,2015-01-11,0,0,0,0,0
810,8365,407,7,2014-03-16,0,0,0,0,0
811,8378,300,1,2014-01-27,706,1,0,0,0
812,8385,663,4,2013-08-15,522,1,1,0,1
813,8387,111,5,2013-05-31,855,1,1,0,0
814,8400,554,5,2013-11-15,420,1,0,0,0
815,8402,747,3,2014-08-27,567,1,0,0,1
816,8403,1032,2,2014-05-27,855,1,0,0,0
817,8430,106,7,2014-05-11,0,0,0,0,0
818,8438,50,5,2015-04-17,445,1,1,0,0
819,8439,475,1,2014-12-01,1284,1,1,0,0
820,8464,789,2,2015-05-19,536,1,1,0,0
821,8483,35,7,2014-11-30,0,0,0,0,0
822,8503,765,4,2013-05-23,603,1,0,0,1
823,8504,1003,3,2014-01-22,847,1,1,0,0
824,8517,1108,3,2013-04-03,547,1,0,0,1
825,8522,913,2,2014-01-21,1429,1,1,0,0
826,8525,334,5,2015-04-17,591,1,1,0,0
827,8544,784,2,2014-02-04,1139,1,1,0,0
828,8557,441,1,2015-03-30,839,1,1,0,1
829,8570,548,4,2014-08-14,569,1,0,0,1
830,8583,869,5,2014-06-13,771,1,0,0,0
831,8590,1013,3,2015-07-01,471,1,1,0,1
832,8592,638,2,2013-09-03,421,1,0,0,1
833,8609,1001,4,2015-03-26,630,1,0,0,0
834,8613,493,5,2015-07-03,832,1,1,0,1
835,8621,659,4,2013-08-29,685,1,1,0,0
836,8626,215,5,2013-08-23,402,1,0,0,1
837,8627,294,3,2015-05-27,746,1,0,0,0
838,8637,881,2,2013-07-23,354,1,0,0,1
839,8643,645,3,2015-04-15,1273,1,1,0,0
840,8654,611,3,2013-07-31,566,1,1,0,1
841,8668,1086,2,2014-02-11,705,1,0,0,0
842,8713,651,3,2013-09-04,853,1,0,0,0
843,8729,312,3,2014-11-12,537,1,1,0,0
844,8732,1069,3,2015-04-22,890,1,0,0,0
845,8748,796,6,2014-02-22,405,1,0,0,0
846,8758,419,4,2013-11-21,856,1,1,0,0
847,8764,466,2,2013-10-29,630,1,0,0,1
848,8765,986,7,2015-07-19,0,0,0,0,0
849,8772,1078,6,2015-04-25,438,1,0,0,0
850,8776,842,5,2014-06-13,1272,1,0,0,1
851,8783,563,2,2015-03-03,675,1,1,0,0
852,8797,988,3,2013-05-01,0,0,1,a,0
853,8805,1092,5,2015-03-06,1249,1,1,0,0
854,8817,1069,6,2013-06-08,533,1,0,0,0
855,8820,785,3,2014-10-22,549,1,1,0,0
856,8838,644,6,2013-02-16,1184,1,0,0,0
857,8869,332,3,2013-10-02,583,1,0,0,0
858,8871,438,1,2014-09-15,748,1,1,0,0
859,8879,985,5,2014-10-10,821,1,1,0,0
860,8888,30,1,2015-03-09,544,1,0,0,0
861,8897,180,4,2015-03-05,882,1,1,0,1
862,8905,398,7,2013-09-08,0,0,0,0,0
863,8907,605,6,2013-02-16,536,1,0,0,0
864,8910,444,6,2013-11-02,2203,1,0,0,0
865,8944,318,6,2015-07-25,435,1,0,0,0
866,8953,98,2,2014-05-13,368,1,0,0,0
867,8989,478,5,2014-09-26,610,1,0,0,0
868,8990,592,4,2013-01-17,616,1,0,0,0
869,8994,856,3,2014-10-29,823,1,0,0,0
870,9020,492,5,2014-01-31,1139,1,0,0,0
871,9023,131,1,2014-07-21,503,1,0,0,1
872,9024,663,1,2013-03-18,373,1,1,0,0
873,9047,668,3,2014-05-14,1038,1,0,0,0
874,9050,259,3,2013-09-25,2180,1,1,0,0
875,9055,147,6,2014-06-21,897,1,0,0,0
876,9064,371,1,2014-06-16,748,1,1,0,0
877,9065,240,7,2014-11-09,0,0,0,0,0
878,9084,1029,1,2013-08-12,894,1,1,0,1
879,9089,888,1,2013-12-16,1055,1,1,0,0
880,9103,877,1,2015-06-22,873,1,0,0,0
881,9111,540,2,2015-01-13,448,1,1,0,0
882,9112,655,1,2014-06-30,1286,1,1,0,0
883,9144,442,6,2015-05-16,499,1,0,0,0
884,9145,167,3,2014-12-24,633,1,0,0,1
885,9147,1066,3,2015-04-29,1107,1,1,0,0
886,9169,507,7,2013-09-15,0,0,0,0,0
887,9184,805,5,2013-11-01,0,0,0,a,0
888,9190,1005,2,2013-11-12,776,1,0,0,0
889,9199,930,2,2014-04-15,1375,1,1,0,1
890,9201,942,5,2013-10-04,524,1,0,0,0
891,9207,347,6,2013-11-30,504,1,0,0,0
892,9220,561,5,2013-03-08,799,1,1,0,0
893,9236,226,3,2014-09-03,735,1,1,0,1
894,9246,611,7,2013-12-22,0,0,0,0,0
895,9252,252,3,2015-05-27,690,1,0,0,0
896,9286,603,3,2013-04-03,779,1,0,0,1
897,9316,282,5,2015-02-13,597,1,0,0,0
898,9319,446,6,2014-08-23,314,1,0,0,0
899,9325,721,5,2013-05-17,809,1,1,0,0
900,9341,666,5,2015-02-27,630,1,0,0,0
901,9343,715,4,2013-12-26,0,0,0,c,1
902,9348,522,5,2013-10-04,699,1,0,0,0
903,9383,277,1,2013-12-16,884,1,1,0,0
904,9395,355,1,2014-07-28,1234,1,1,0,1
905,9403,178,7,2014-11-09,0,0,0,0,0
906,9408,595,6,2014-05-31,1881,1,0,0,0
907,9410,1048,4,2013-05-30,533,1,1,0,0
908,9416,624,7,2013-11-03,0,0,0,0,0
909,9423,929,2,2015-05-12,729,1,0,0,0
910,9444,72,1,2013-04-01,0,0,0,b,1
911,9476,979,3,2013-05-08,721,1,0,0,0
912,9482,904,4,2015-04-09,406,1,0,0,1
913,9489,674,1,2014-10-06,1283,1,1,0,1
914,9506,206,6,2015-05-16,526,1,0,0,0
915,9512,1047,2,2013-08-27,565,1,1,0,1
916,9522,677,3,2015-05-06,617,1,1,0,0
917,9566,965,1,2014-02-24,782,1,0,0,0
918,9577,370,7,2014-11-09,0,0,0,0,0
919,9580,422,3,2015-01-21,415,1,0,0,0
920,9592,395,5,2014-11-21,541,1,0,0,0
921,9601,843,2,2015-02-03,1065,1,1,0,1
922,9607,259,2,2015-04-21,2591,1,0,0,0
923,9619,822,5,2014-12-05,926,1,1,0,0
924,9627,469,6,2013-11-02,1664,1,0,0,0
925,9628,670,4,2013-03-28,913,1,1,0,1
926,9638,222,1,2013-01-14,548,1,0,0,0
927,9641,212,3,2013-11-27,526,1,0,0,0
928,9652,269,3,2013-04-03,1145,1,0,0,1
929,9653,793,6,2015-04-11,461,1,0,0,0
930,9658,325,5,2015-06-05,727,1,1,0,0
931,9682,855,7,2013-04-28,0,0,0,0,0
932,9694,114,1,2014-11-24,715,1,1,0,0
933,9702,1007,7,2014-08-24,0,0,0,0,0
934,9705,934,4,2014-01-30,620,1,0,0,0
935,9727,231,7,2014-04-20,0,0,0,0,0
936,9740,3,6,2014-05-03,557,1,0,0,0
937,9750,191,2,2015-06-02,861,1,1,0,1
938,9756,1052,1,2015-05-25,0,0,0,a,0
939,9767,507,6,2013-03-30,1023,1,0,0,0
940,9784,554,2,2015-06-02,697,1,1,0,0
941,9785,596,5,2014-01-10,608,1,1,0,0
942,9787,735,5,2013-06-28,524,1,0,0,0
943,9791,591,3,2015-05-27,463,1,0,0,1
944,9802,848,3,2015-04-01,954,1,1,0,1
945,9809,869,4,2013-08-01,986,1,1,0,1
946,9810,579,7,2014-09-21,0,0,0,0,0
947,9811,296,3,2013-11-13,720,1,0,0,0
948,9824,623,6,2014-09-27,588,1,0,0,0
949,9826,1034,1,2013-01-28,709,1,0,0,0
950,9835,450,3,2013-11-06,988,1,1,0,0
951,9857,798,2,2014-04-29,1201,1,1,0,0
952,9859,93,2,2015-05-12,605,1,0,0,0
953,9881,91,5,2013-11-22,739,1,1,0,0
954,9886,1086,3,2015-03-25,558,1,0,0,0
955,9897,1028,3,2015-07-15,557,1,1,0,1
956,9909,250,5,2015-04-24,609,1,0,0,0
957,9910,1024,6,2013-07-20,721,1,0,0,0
958,9920,876,5,2014-12-26,0,0,0,c,1
959,9931,683,6,2013-09-21,627,1,0,0,0
960,9937,603,5,2013-05-03,1004,1,1,0,0
961,9939,1108,4,2013-08-29,652,1,1,0,0
962,9940,38,3,2014-12-24,405,1,0,0,1
963,9947,859,7,2015-04-26,0,0,0,0,0
964,9949,419,3,2013-03-06,949,1,1,0,0
965,9972,1055,5,2014-11-21,968,1,0,0,0
966,9985,54,6,2014-02-15,900,1,0,0,0
967,9991,109,5,2013-02-01,775,1,0,0,0
968,10006,193,4,2013-02-14,765,1,0,0,0
969,10016,589,3,2013-07-31,721,1,1,0,1
970,10031,756,4,2013-12-26,0,0,0,c,1
971,10039,1076,2,2014-03-04,769,1,1,0,0
972,10046,1019,3,2013-01-09,767,1,1,0,0
973,10048,797,6,2014-02-22,394,1,0,0,0
974,10049,242,7,2015-03-01,0,0,0,0,0
975,10052,945,5,2013-09-06,544,1,0,0,0
976,10064,24,3,2013-05-01,0,0,1,a,0
977,10075,1036,4,2014-09-04,446,1,1,0,0
978,10105,1071,1,2015-06-15,923,1,1,0,0
979,10113,839,1,2014-01-13,649,1,0,0,0
980,10118,110,1,2013-07-22,673,1,0,0,1
981,10135,912,6,2015-03-21,854,1,0,0,0
982,10145,693,7,2014-01-12,0,0,0,0,0
983,10147,445,5,2015-03-06,1316,1,1,0,0
984,10151,220,2,2013-10-08,807,1,1,0,0
985,10153,958,1,2014-09-08,596,1,0,0,0
986,10167,152,6,2014-11-08,396,1,0,0,0
987,10177,1036,3,2013-11-06,410,1,1,0,0
988,10208,1067,2,2013-10-22,480,1,1,0,0
989,10268,260,3,2013-02-27,866,1,0,0,0
990,10296,743,6,2013-10-19,216,1,0,0,0
991,10309,897,2,2013-11-12,227,1,0,0,0
992,10316,1104,7,2013-09-22,0,0,0,0,0
993,10317,350,7,2014-06-22,0,0,0,0,0
994,10344,690,5,2014-09-19,731,1,1,0,0
995,10349,456,5,2015-03-27,786,1,0,0,0
996,10351,70,4,2014-12-04,810,1,1,0,0
997,10353,974,6,2014-04-26,1194,1,0,0,0
998,10363,559,6,2014-07-05,317,1,0,0,0
999,10369,539,5,2015-01-16,1176,1,1,0,0
1000,10373,482,6,2015-07-11,886,1,0,0,0
1001,10378,882,3,2014-12-10,796,1,0,0,0
1002,10388,666,5,2014-04-04,690,1,1,0,0
1003,10391,84,3,2014-10-29,1225,1,0,0,0
1004,10392,477,7,2015-03-15,0,0,0,0,0
1005,10393,889,2,2014-05-27,437,1,0,0,0
1006,10402,841,7,2013-03-31,0,0,0,0,0
1007,10438,269,5,2013-05-03,1461,1,1,0,0
1008,10440,544,2,2013-08-27,2253,1,1,0,0
1009,10442,545,1,2014-02-24,986,1,0,0,0
1010,10463,898,7,2014-12-21,0,0,0,0,0
1011,10465,26,5,2013-09-27,595,1,1,0,0
1012,10502,136,1,2015-04-27,566,1,1,0,0
1013,10513,835,5,2015-02-13,700,1,0,0,0
1014,10526,1081,6,2015-07-11,434,1,0,0,0
1015,10534,542,6,2015-03-21,466,1,0,0,0
1016,10552,765,6,2014-11-01,0,0,0,a,0
1017,10560,1084,2,2014-09-16,839,1,1,0,0
1018,10568,676,3,2014-04-30,2158,1,1,0,0
1019,10571,948,6,2015-07-11,1844,1,0,0,0
1020,10572,66,7,2014-07-20,0,0,0,0,0
1021,10574,973,7,2014-02-23,0,0,0,0,0
1022,10577,762,1,2013-08-26,431,1,1,0,1
1023,10594,267,1,2013-08-19,929,1,0,0,0
1024,10603,263,1,2013-08-26,298,1,1,0,1
1025,10618,663,4,2013-01-31,394,1,0,0,0
1026,10625,877,2,2013-06-25,871,1,0,0,1
1027,10635,875,5,2015-05-15,541,1,0,0,0
1028,10641,1033,3,2013-06-19,1221,1,1,0,1
1029,10642,442,1,2014-02-17,533,1,1,0,0
1030,10644,1043,4,2013-10-10,1166,1,1,0,0
1031,10653,369,5,2013-06-07,673,1,1,0,0
1032,10657,314,3,2015-02-04,588,1,1,0,0
1033,10658,627,4,2014-04-24,477,1,0,0,1
1034,10667,175,2,2014-06-10,818,1,0,0,0
1035,10677,568,1,2014-05-12,370,1,0,0,0
1036,10687,249,3,2015-03-04,481,1,1,0,0
1037,10700,267,5,2014-12-05,1590,1,1,0,0
1038,10703,973,6,2014-12-20,847,1,0,0,0
1039,10713,175,5,2014-08-22,655,1,1,0,0
1040,10720,94,4,2013-02-28,560,1,0,0,0
1041,10732,146,4,2013-05-30,0,0,1,a,0
1042,10737,174,5,2014-04-18,0,0,1,b,1
1043,10744,604,2,2014-04-08,474,1,0,0,0
1044,10761,869,2,2015-07-14,1048,1,1,0,1
1045,10770,305,5,2014-11-07,567,1,1,0,0
1046,10776,979,2,2015-01-20,494,1,0,0,0
1047,10778,386,3,2013-04-10,732,1,1,0,0
1048,10779,81,7,2014-05-04,0,0,0,0,0
1049,10810,268,3,2013-11-13,582,1,0,0,0
1050,10811,307,2,2015-06-23,292,1,0,0,0
1051,10812,765,3,2014-04-23,671,1,0,0,1
1052,10831,607,4,2013-09-05,362,1,0,0,0
1053,10832,1038,2,2013-07-09,376,1,0,0,0
1054,10835,1044,6,2014-11-29,1249,1,0,0,0
1055,10837,1040,7,2013-09-01,0,0,0,0,0
1056,10848,506,2,2013-04-23,911,1,1,0,0
1057,10851,881,5,2013-04-26,521,1,1,0,0
1058,10871,1036,2,2015-04-07,503,1,0,0,1
1059,10872,423,5,2015-02-27,2018,1,0,0,0
1060,10876,1054,2,2015-06-02,685,1,1,0,0
